Transaktionscode,Erstellt,Aktualisiert,Betrag EUR,Währung,DR/CR,Transaktionstyp,Status,E-Mail Gegenpartei,Name Gegenpartei,Konto Gegenpartei,Land,Eltern-TX,Artikelbezeichnung,Betreff,Hinweise,Rechnungsnr.,Rechnungsadresse,Lieferadresse,Zahlungsquelle,IP-Adresse,Umleitungs-URL,is_streaming_payment
RH7LAY64YFDS0DJI9,21.10.2023 16:59,21.10.2023 16:59,30.0,EUR,DR,Goods and Services,Completed,anna34@yahoo.com,Anna Becker,2133818838341759645,DE,PARENT,,,,,,,PayPal Balance,209.45.224.11,https://shop.example.com,1
XL68J0NMEOQ4YRP5G,18.06.2023 19:02,18.06.2023 19:02,15.0,EUR,CR,Goods and Services,Completed,daniel55@gmail.com,Daniel Klein,2029893265122534174,FR,PARENT,Subscription,Service Fee,,,,,Credit Card,124.206.146.174,https://shop.example.com,1
BJLZY1UU9YMSZDXIM,11.02.2023 23:12,11.02.2023 23:12,19.0,EUR,DR,Mobile Payment-Personal,Completed,mila79@outlook.com,Mila Weber,2160931771000647119,ES,PARENT,,Invoice,,,,,PayPal Balance,3.165.240.41,,1
TN3CPUDRL90AOBT32,17.12.2024 00:20,17.12.2024 00:20,30.0,EUR,DR,Mobile Payment-Personal,Completed,felix10@spotify.com,Felix Becker,2146518380719787712,ES,PARENT,Subscription,,,,,,PayPal Balance,168.172.117.244,,1
ZE1HM38KSZBFFZZDV,28.04.2024 11:17,28.04.2024 11:17,45.0,EUR,CR,Goods and Services,Completed,sophie59@netflix.com,Sophie Klein,2113244706274109701,AT,PARENT,,Invoice,,,,,Bank Transfer,212.201.49.184,https://shop.example.com,1
8A0TPV726YG3DXVL5,29.06.2023 10:49,29.06.2023 10:49,40.0,EUR,DR,Mobile Payment-Personal,Completed,sophie82@gmail.com,Sophie Schmidt,2175530481461268420,IT,PARENT,,,,,,,PayPal Balance,71.102.247.88,,1
HWKMY9X8SYLEMRUYP,11.03.2024 07:46,11.03.2024 07:46,45.0,EUR,DR,Goods and Services,Completed,daniel53@spotify.com,Daniel Becker,2150666658229579187,DE,PARENT,Access,,,,,,PayPal Balance,98.38.14.172,https://shop.example.com,1
1B3D5050UI22KX7N8,31.12.2023 21:44,31.12.2023 21:44,19.0,EUR,DR,Goods and Services,Completed,max37@yahoo.com,Max Fischer,2159139082314766460,DE,PARENT,,,,,,,PayPal Balance,191.65.52.159,https://shop.example.com,1
GGSNPUEVJLZFFLB7W,14.10.2023 03:05,14.10.2023 03:05,20.0,EUR,DR,Mobile Payment-Personal,Completed,mila97@gmail.com,Mila Fischer,2158572875087541638,NL,PARENT,,,,,,,PayPal Balance,201.182.82.135,,1
HLMH1T939AYQ6WW8Y,28.08.2024 17:51,28.08.2024 17:51,45.0,EUR,DR,Mobile Payment-Personal,Completed,lea21@web.de,Lea Weber,2111221163619128478,NL,PARENT,,,,,,,Credit Card,186.73.7.234,,1
CD81TWHWHY4H350P3,09.12.2024 23:03,09.12.2024 23:03,12.0,EUR,CR,Mobile Payment-Personal,Completed,felix58@web.de,Felix Klein,2197738588118727847,AT,PARENT,,,,,,,PayPal Balance,118.184.85.10,,1
WPAYTXW1VZC7D2KD1,13.04.2023 14:07,13.04.2023 14:07,50.0,EUR,DR,Goods and Services,Completed,anna72@outlook.com,Anna Schmidt,2113883640766943743,IT,PARENT,Service,,,,,,PayPal Balance,122.41.137.57,https://shop.example.com,1
8A5FBUOTDH00H64FG,29.07.2023 19:48,29.07.2023 19:48,25.0,EUR,DR,Mobile Payment-Personal,Completed,jonas38@web.de,Jonas Wolf,2033037696729308406,AT,PARENT,Access,,,,,,Credit Card,205.146.219.14,,1
EXDW6LQWLVUNLPAIH,09.04.2023 02:29,09.04.2023 02:29,25.0,EUR,DR,Mobile Payment-Personal,Completed,felix38@gmail.com,Felix Becker,2038711018524198483,IT,PARENT,Service,Invoice,,,,,Credit Card,85.225.123.119,,1
36H0W064W3U1HBJ6T,08.06.2023 11:58,08.06.2023 11:58,19.0,EUR,CR,Mobile Payment-Personal,Completed,mila71@gmx.de,Mila Klein,2113129946953959994,AT,PARENT,,,,,,,Credit Card,188.220.75.35,,1
1FFUU5F07B1IJIYS2,16.01.2023 10:12,16.01.2023 10:12,20.0,EUR,DR,Goods and Services,Completed,mila47@gmx.de,Mila Schulz,2011501742229508938,IT,PARENT,Access,,,,,,Bank Transfer,27.181.248.134,https://shop.example.com,1
4SN6SM5RRVSFFCXHG,11.09.2023 04:29,11.09.2023 04:29,35.0,EUR,DR,Mobile Payment-Personal,Completed,paul75@ebay.de,Paul Hoffmann,2034106364576135105,IT,PARENT,,,,,,,PayPal Balance,107.208.85.185,,1
FWBUCJG8VUAZXKDQ9,23.08.2023 19:57,23.08.2023 19:57,35.0,EUR,DR,Mobile Payment-Personal,Completed,anna27@gmx.de,Anna Becker,2063227313808622537,FR,PARENT,,,,,,,Credit Card,37.204.150.211,,1
S6Y3VG6V5T1DX6TA7,11.04.2023 06:14,11.04.2023 06:14,20.0,EUR,DR,Mobile Payment-Personal,Completed,jonas59@outlook.com,Jonas Schulz,2121253912625066187,NL,PARENT,,,,,,,PayPal Balance,179.136.110.59,,1
5OGZ2UEAXYLNFXJ4P,11.09.2024 15:55,11.09.2024 15:55,19.0,EUR,DR,Mobile Payment-Personal,Completed,mila13@web.de,Mila Wolf,2079424917277521485,IT,PARENT,Subscription,,,,,,Bank Transfer,194.53.106.142,,1
04X0QZFHOMTZZF8AD,05.12.2024 12:38,05.12.2024 12:38,25.0,EUR,CR,Goods and Services,Completed,felix72@web.de,Felix Becker,2125489004117864298,DE,PARENT,,Invoice,,,,,PayPal Balance,68.57.95.21,https://shop.example.com,1
PHX2KBVSIGBIAF92M,22.02.2024 04:49,22.02.2024 04:49,50.0,EUR,DR,Mobile Payment-Personal,Completed,laura79@gmx.de,Laura Müller,2168926107784684154,AT,PARENT,Subscription,,,,,,Credit Card,4.189.181.18,,1
H7UJODCK82853UY8U,21.05.2024 22:48,21.05.2024 22:48,30.0,EUR,CR,Goods and Services,Completed,anna75@web.de,Anna Schulz,2097900548655269114,FR,PARENT,,,,,,,Credit Card,118.230.151.221,https://shop.example.com,1
TZJKO0MTGLHUG07G0,17.11.2023 22:55,17.11.2023 22:55,20.0,EUR,CR,Goods and Services,Completed,max49@gmail.com,Max Becker,2069768040325387338,NL,PARENT,,,,,,,PayPal Balance,59.52.214.64,https://shop.example.com,1
NL65UJG1SO1ESP7BM,25.04.2023 07:20,25.04.2023 07:20,40.0,EUR,CR,Mobile Payment-Personal,Completed,laura16@gmail.com,Laura Klein,2132606318625757065,NL,PARENT,Access,Invoice,,,,,Credit Card,3.4.173.54,,1
NRHZN4KGEUIDJIPNF,30.09.2023 13:27,30.09.2023 13:27,45.0,EUR,CR,Mobile Payment-Personal,Completed,lukas34@web.de,Lukas Schmidt,2050903578771880092,FR,PARENT,,Invoice,,,,,Bank Transfer,35.255.229.218,,1
YC3RWQMMU7JAE58HU,12.03.2024 22:57,12.03.2024 22:57,25.0,EUR,CR,Mobile Payment-Personal,Completed,paul63@outlook.com,Paul Schulz,2102353212234538534,NL,PARENT,,,,,,,Credit Card,131.125.199.189,,1
U4CFILKJXJQ5NV8OG,30.07.2023 22:48,30.07.2023 22:48,19.0,EUR,CR,Mobile Payment-Personal,Completed,mila60@outlook.com,Mila Schmidt,2190815008443107099,NL,PARENT,Service,,,,,,Credit Card,180.192.21.54,,1
JFX5LIKWE4BX4LR9T,20.03.2023 09:20,20.03.2023 09:20,12.0,EUR,DR,Goods and Services,Completed,jonas61@gmail.com,Jonas Wolf,2128217824252229262,AT,PARENT,,Payment,,,,,Credit Card,139.46.152.153,https://shop.example.com,1
OFAS1EKTYR1K12V2T,20.05.2024 14:24,20.05.2024 14:24,40.0,EUR,CR,Mobile Payment-Personal,Completed,mila40@web.de,Mila Wolf,2125987331822878091,FR,PARENT,Service,,,,,,PayPal Balance,42.184.189.166,,1
K03O4GKWWJWGABTGD,15.12.2023 21:17,15.12.2023 21:17,45.0,EUR,DR,Goods and Services,Completed,lukas55@gmail.com,Lukas Wolf,2067103057239452103,DE,PARENT,Access,,,,,,PayPal Balance,4.127.56.88,https://shop.example.com,1
1CQG433E1I1P0BQ1S,06.11.2024 06:56,06.11.2024 06:56,12.0,EUR,CR,Mobile Payment-Personal,Completed,lukas48@gmx.de,Lukas Hoffmann,2112157055716628572,IT,PARENT,Subscription,,,,,,Bank Transfer,240.83.41.162,,1
BY9IPA2VOI8UYYF1I,27.06.2023 21:09,27.06.2023 21:09,25.0,EUR,DR,Mobile Payment-Personal,Completed,sarah67@web.de,Sarah Müller,2197710079605479317,ES,PARENT,,,,,,,Bank Transfer,239.249.195.161,,1
XM60AN0JBZUTRUTLQ,06.06.2023 09:36,06.06.2023 09:36,19.0,EUR,CR,Mobile Payment-Personal,Completed,max90@yahoo.com,Max Müller,2153089939148498263,AT,PARENT,,,,,,,Bank Transfer,76.210.68.139,,1
LC83GY1FKOLDXB7GB,28.09.2023 04:53,28.09.2023 04:53,12.0,EUR,CR,Mobile Payment-Personal,Completed,sophie49@web.de,Sophie Becker,2055229738163190314,DE,PARENT,,,,,,,PayPal Balance,147.165.215.100,,1
X73QXM0632CWT04CH,13.03.2023 11:40,13.03.2023 11:40,30.0,EUR,CR,Mobile Payment-Personal,Completed,paul33@web.de,Paul Becker,2153240864995671789,FR,PARENT,Subscription,Payment,,,,,PayPal Balance,50.135.169.64,,1
5GGOMF9PML9LN1P0V,03.06.2023 15:59,03.06.2023 15:59,50.0,EUR,CR,Mobile Payment-Personal,Completed,laura54@web.de,Laura Weber,2073236204981366735,NL,PARENT,,,,,,,Bank Transfer,115.246.102.1,,1
1737SUUDQFJ6IJKUU,16.07.2023 17:35,16.07.2023 17:35,25.0,EUR,CR,Mobile Payment-Personal,Completed,sarah3@web.de,Sarah Müller,2022251837872200337,IT,PARENT,Subscription,Payment,,,,,Bank Transfer,203.124.45.125,,1
3O55IXVA1NKBTFSHB,09.07.2024 16:00,09.07.2024 16:00,15.0,EUR,DR,Goods and Services,Completed,sarah5@outlook.com,Sarah Schmidt,2128440137869039610,ES,PARENT,Service,,,,,,Credit Card,130.24.57.111,https://shop.example.com,1
OPZ1RHOUU9SIJPYUE,24.11.2024 00:19,24.11.2024 00:19,50.0,EUR,DR,Goods and Services,Completed,daniel11@outlook.com,Daniel Wolf,2105281229475883051,NL,PARENT,,,,,,,PayPal Balance,83.89.153.168,https://shop.example.com,1
YF0D0IWF3KM2KQL0H,06.10.2024 00:21,06.10.2024 00:21,50.0,EUR,DR,Mobile Payment-Personal,Completed,max79@outlook.com,Max Hoffmann,2139222861905537284,ES,PARENT,,Payment,,,,,Credit Card,255.37.178.179,,1
JQ8CXX6MDK5N9SZ6R,08.01.2024 00:50,08.01.2024 00:50,19.0,EUR,CR,Mobile Payment-Personal,Completed,paul6@web.de,Paul Müller,2057321871283653839,ES,PARENT,,,,,,,Bank Transfer,144.238.183.6,,1
MK99JCJN9978IMOE0,14.12.2024 12:23,14.12.2024 12:23,35.0,EUR,CR,Goods and Services,Completed,max43@ebay.de,Max Fischer,2069279284565793676,ES,PARENT,,,,,,,PayPal Balance,110.249.80.233,https://shop.example.com,1
ZSE99F77LU8EL5015,21.07.2023 19:36,21.07.2023 19:36,50.0,EUR,DR,Mobile Payment-Personal,Completed,laura27@yahoo.com,Laura Klein,2118535251752449037,NL,PARENT,Subscription,,,,,,Bank Transfer,191.240.211.229,,1
UIIYMYRSVZN4REGB1,11.07.2023 13:51,11.07.2023 13:51,19.0,EUR,CR,Mobile Payment-Personal,Completed,paul14@yahoo.com,Paul Hoffmann,2077781475158216779,FR,PARENT,Access,,,,,,PayPal Balance,191.172.253.52,,1
B0NLW0VS52SQ3B9SO,14.12.2024 12:44,14.12.2024 12:44,30.0,EUR,CR,Goods and Services,Completed,lea79@gmx.de,Lea Schmidt,2111659827717307719,ES,PARENT,Service,,,,,,Credit Card,247.13.49.75,https://shop.example.com,1
F3Q0E27ZEOQGVZHQJ,31.08.2023 11:07,31.08.2023 11:07,35.0,EUR,CR,Mobile Payment-Personal,Completed,mila60@ebay.de,Mila Wolf,2026284083690641410,DE,PARENT,Access,,,,,,Credit Card,116.163.93.22,,1
M55FF1BL08KG68A1A,21.08.2023 20:53,21.08.2023 20:53,35.0,EUR,DR,Mobile Payment-Personal,Completed,felix79@web.de,Felix Wolf,2143723842919741445,ES,PARENT,,,,,,,PayPal Balance,156.226.127.61,,1
3HGBMFBUVLDD9FKXZ,10.01.2023 13:44,10.01.2023 13:44,20.0,EUR,CR,Goods and Services,Completed,lea11@gmx.de,Lea Becker,2131242195987398360,IT,PARENT,,,,,,,Credit Card,93.239.10.24,https://shop.example.com,1
4LOHHCU9TD0V2ZP4J,14.09.2024 08:03,14.09.2024 08:03,45.0,EUR,DR,Mobile Payment-Personal,Completed,daniel9@gmx.de,Daniel Klein,2037387269091804948,ES,PARENT,,,,,,,Credit Card,128.134.187.162,,1
E429OMUWAHK2LSLAY,28.02.2024 01:17,28.02.2024 01:17,20.0,EUR,DR,Mobile Payment-Personal,Completed,mila30@web.de,Mila Becker,2177547993340499862,DE,PARENT,,,,,,,PayPal Balance,50.85.214.87,,1
Q37CSUYTAUL62CF4M,17.07.2023 16:56,17.07.2023 16:56,40.0,EUR,DR,Mobile Payment-Personal,Completed,paul83@amazon.de,Paul Becker,2153993757281420234,AT,PARENT,,Invoice,,,,,Credit Card,156.100.48.153,,1
Q8HKE226PARSG70S1,16.02.2023 01:29,16.02.2023 01:29,25.0,EUR,CR,Mobile Payment-Personal,Completed,anna91@outlook.com,Anna Hoffmann,2195050478766272344,AT,PARENT,,,,,,,PayPal Balance,186.10.118.100,,1
XLUL6LGJLPEFJAWSH,07.05.2023 19:31,07.05.2023 19:31,30.0,EUR,DR,Mobile Payment-Personal,Completed,sarah6@outlook.com,Sarah Schulz,2091797025571682900,NL,PARENT,,,,,,,PayPal Balance,242.181.206.73,,1
YDBPGVV4ZWL3ZYT91,08.05.2024 07:46,08.05.2024 07:46,45.0,EUR,DR,Mobile Payment-Personal,Completed,laura79@outlook.com,Laura Fischer,2037987403328824256,DE,PARENT,,,,,,,Credit Card,120.25.117.80,,1
25QBRMQG1VED32LX2,11.01.2024 19:35,11.01.2024 19:35,30.0,EUR,DR,Mobile Payment-Personal,Completed,paul19@yahoo.com,Paul Becker,2170210401770530966,FR,PARENT,,,,,,,PayPal Balance,159.63.141.41,,1
GY0Z4EVLDQLOVYV3L,19.09.2024 21:43,19.09.2024 21:43,35.0,EUR,CR,Mobile Payment-Personal,Completed,mila89@yahoo.com,Mila Wolf,2062722319800150992,AT,PARENT,,,,,,,Credit Card,232.194.163.208,,1
5K2Y77Z69UWS44C68,29.02.2024 12:46,29.02.2024 12:46,35.0,EUR,CR,Mobile Payment-Personal,Completed,max69@gmx.de,Max Weber,2161417733136647182,NL,PARENT,,,,,,,PayPal Balance,221.73.222.8,,1
GFT4MPK5EAXF5X9EE,08.04.2024 07:21,08.04.2024 07:21,35.0,EUR,DR,Mobile Payment-Personal,Completed,lea81@gmx.de,Lea Wolf,2131441310215370912,IT,PARENT,,,,,,,Credit Card,239.109.160.47,,1
4ISOTN9UZERYF0992,01.06.2024 10:53,01.06.2024 10:53,20.0,EUR,DR,Mobile Payment-Personal,Completed,mila50@gmx.de,Mila Schulz,2022549589841595983,ES,PARENT,,,,,,,Credit Card,23.63.121.162,,1
Q6ULM9KGZVK2JWUUX,31.03.2024 02:39,31.03.2024 02:39,50.0,EUR,DR,Mobile Payment-Personal,Completed,sarah75@web.de,Sarah Schmidt,2007868137954557248,NL,PARENT,,Invoice,,,,,Bank Transfer,22.33.130.20,,1
FQ3JZR25MDF7FR91I,10.01.2024 05:15,10.01.2024 05:15,12.0,EUR,DR,Goods and Services,Completed,daniel36@outlook.com,Daniel Hoffmann,2183768386560005000,AT,PARENT,,Service Fee,,,,,PayPal Balance,148.188.216.89,https://shop.example.com,1
IYOJTPK2NLT8DTM4V,02.09.2023 02:03,02.09.2023 02:03,40.0,EUR,DR,Mobile Payment-Personal,Completed,max7@gmail.com,Max Hoffmann,2077916197156318350,NL,PARENT,,Service Fee,,,,,PayPal Balance,66.168.150.101,,1
TY3ADDQHKGAD7X48W,11.10.2023 21:08,11.10.2023 21:08,45.0,EUR,CR,Mobile Payment-Personal,Completed,mila99@web.de,Mila Fischer,2037443218245988365,FR,PARENT,,,,,,,Credit Card,196.231.166.145,,1
61LFC1NLC8JPR7VGR,11.11.2024 01:16,11.11.2024 01:16,15.0,EUR,CR,Mobile Payment-Personal,Completed,jonas38@outlook.com,Jonas Schmidt,2062945620908221043,ES,PARENT,Service,Service Fee,,,,,Credit Card,28.234.114.184,,1
ABOFLOAZ1RO03CINY,31.12.2023 22:58,31.12.2023 22:58,40.0,EUR,DR,Mobile Payment-Personal,Completed,daniel74@gmail.com,Daniel Schmidt,2163496915714388959,ES,PARENT,,,,,,,Bank Transfer,86.175.78.103,,1
NGZ6WMDW0FGZVRCTL,31.10.2024 09:33,31.10.2024 09:33,25.0,EUR,DR,Mobile Payment-Personal,Completed,max11@outlook.com,Max Schmidt,2010676824911904032,NL,PARENT,,,,,,,PayPal Balance,87.202.185.11,,1
XQ7BZEGBL2QGV3DR2,05.08.2023 22:18,05.08.2023 22:18,50.0,EUR,CR,Mobile Payment-Personal,Completed,lukas59@web.de,Lukas Schmidt,2122847090716985912,NL,PARENT,,Invoice,,,,,Credit Card,174.103.84.31,,1
1GNFIUE2WNF5CA7ZV,08.03.2023 09:21,08.03.2023 09:21,50.0,EUR,DR,Mobile Payment-Personal,Completed,paul98@yahoo.com,Paul Schulz,2199888780470880880,FR,PARENT,,,,,,,Credit Card,33.53.37.164,,1
3KPUG99W59SQWHBEF,24.02.2023 18:57,24.02.2023 18:57,50.0,EUR,DR,Mobile Payment-Personal,Completed,daniel23@yahoo.com,Daniel Schulz,2050821881998942706,AT,PARENT,,Service Fee,,,,,Credit Card,237.12.14.166,,1
FBSCIQUP06IDIIOH6,21.10.2024 22:39,21.10.2024 22:39,12.0,EUR,CR,Mobile Payment-Personal,Completed,sophie43@outlook.com,Sophie Hoffmann,2168641360324383045,FR,PARENT,,,,,,,PayPal Balance,228.112.38.56,,1
BUKDQP1HKF286UTIO,28.10.2024 15:10,28.10.2024 15:10,20.0,EUR,DR,Mobile Payment-Personal,Completed,laura18@outlook.com,Laura Becker,2170511576970348635,FR,PARENT,Subscription,,,,,,Bank Transfer,72.4.187.110,,1
B90SPO3ZDRC1YOHMI,20.11.2023 21:40,20.11.2023 21:40,50.0,EUR,CR,Goods and Services,Completed,sarah75@gmx.de,Sarah Fischer,2138288017035231175,IT,PARENT,Subscription,,,,,,Bank Transfer,42.181.118.220,https://shop.example.com,1
W4C6LBPJ8T22C50B8,21.07.2023 21:15,21.07.2023 21:15,35.0,EUR,DR,Mobile Payment-Personal,Completed,laura99@outlook.com,Laura Müller,2014861904917988665,DE,PARENT,Access,,,,,,Bank Transfer,94.120.159.11,,1
TX015Z11L6SPBNQS3,08.04.2023 14:01,08.04.2023 14:01,45.0,EUR,DR,Goods and Services,Completed,sophie91@web.de,Sophie Klein,2153311029637880868,IT,PARENT,,Payment,,,,,Credit Card,231.75.116.159,https://shop.example.com,1
FEFFH8AOY7RP0AGA2,27.04.2023 18:09,27.04.2023 18:09,35.0,EUR,DR,Goods and Services,Completed,sophie12@gmx.de,Sophie Schmidt,2166800245028856082,NL,PARENT,,Payment,,,,,Credit Card,166.202.84.125,https://shop.example.com,1
R81BMQF7ZK94YXFIB,18.03.2024 20:26,18.03.2024 20:26,50.0,EUR,DR,Mobile Payment-Personal,Completed,laura59@outlook.com,Laura Schulz,2036453507327595752,FR,PARENT,Subscription,Payment,,,,,Bank Transfer,95.48.53.144,,1
7ORFQLA09LZRK79UF,27.06.2024 02:19,27.06.2024 02:19,40.0,EUR,DR,Mobile Payment-Personal,Completed,sarah19@outlook.com,Sarah Müller,2198633094909265367,DE,PARENT,,,,,,,Credit Card,123.231.11.36,,1
HS21HD4Y89ORVSCYO,17.11.2023 22:18,17.11.2023 22:18,40.0,EUR,DR,Mobile Payment-Personal,Completed,paul52@gmail.com,Paul Schulz,2111289385980269005,NL,PARENT,,,,,,,PayPal Balance,73.89.90.79,,1
FVDHR59C81DO6OUZ1,28.08.2024 06:36,28.08.2024 06:36,40.0,EUR,CR,Mobile Payment-Personal,Completed,mila95@gmx.de,Mila Schulz,2053612698927270706,FR,PARENT,Service,Invoice,,,,,Bank Transfer,142.126.11.211,,1
WEXKG6XB1R8VNRPJY,09.02.2023 02:07,09.02.2023 02:07,12.0,EUR,CR,Mobile Payment-Personal,Completed,daniel29@gmx.de,Daniel Hoffmann,2147725522007895612,IT,PARENT,,,,,,,Credit Card,5.217.67.42,,1
6MKT7S1GD1T53YKYY,17.07.2023 07:58,17.07.2023 07:58,30.0,EUR,CR,Mobile Payment-Personal,Completed,laura89@gmx.de,Laura Müller,2167187063195551037,NL,PARENT,,,,,,,PayPal Balance,4.36.133.73,,1
3STT1EQC37RLN36V1,14.11.2023 07:19,14.11.2023 07:19,19.0,EUR,DR,Mobile Payment-Personal,Completed,sophie14@yahoo.com,Sophie Becker,2008289369794267562,IT,PARENT,Access,,,,,,PayPal Balance,57.33.220.178,,1
RPHBXVQ6BKADEVVHY,25.04.2023 11:26,25.04.2023 11:26,35.0,EUR,CR,Mobile Payment-Personal,Completed,jonas17@yahoo.com,Jonas Fischer,2041953941016891440,IT,PARENT,Subscription,,,,,,Bank Transfer,243.149.90.91,,1
GK6T9DHSZNVP8GMNH,10.04.2023 12:33,10.04.2023 12:33,15.0,EUR,CR,Goods and Services,Completed,jonas31@web.de,Jonas Schulz,2032525492730398636,NL,PARENT,Access,,,,,,PayPal Balance,120.29.134.35,https://shop.example.com,1
VL9PTK4GC4RYG9RDP,01.03.2023 03:22,01.03.2023 03:22,15.0,EUR,CR,Mobile Payment-Personal,Completed,mila93@web.de,Mila Klein,2041322885889200000,FR,PARENT,,,,,,,Bank Transfer,178.152.251.27,,1
PR11V127MY89SFQER,19.10.2023 15:42,19.10.2023 15:42,50.0,EUR,CR,Goods and Services,Completed,sarah44@yahoo.com,Sarah Weber,2008567219088110050,DE,PARENT,,,,,,,Credit Card,14.213.18.128,https://shop.example.com,1
112HXRJM4T8BP6NLN,21.04.2024 03:56,21.04.2024 03:56,19.0,EUR,DR,Mobile Payment-Personal,Completed,paul78@yahoo.com,Paul Müller,2009471189021232898,AT,PARENT,,Service Fee,,,,,Credit Card,169.221.200.78,,1
TTQUFCJVNY1KCVEN3,20.07.2024 15:20,20.07.2024 15:20,40.0,EUR,CR,Goods and Services,Completed,sarah40@yahoo.com,Sarah Weber,2098360496134686438,FR,PARENT,,,,,,,PayPal Balance,110.89.254.92,https://shop.example.com,1
MALQ5U6JZV9NOU3DY,08.12.2023 16:38,08.12.2023 16:38,25.0,EUR,DR,Mobile Payment-Personal,Completed,lukas32@yahoo.com,Lukas Klein,2144913160773159399,IT,PARENT,Subscription,Payment,,,,,Bank Transfer,43.158.77.94,,1
2W8ZUVJUTPMC3SKXL,08.11.2023 18:38,08.11.2023 18:38,25.0,EUR,DR,Mobile Payment-Personal,Completed,lukas69@gmail.com,Lukas Fischer,2072422143999947285,ES,PARENT,,,,,,,Credit Card,117.172.196.141,,1
W34670CHQI014O46W,28.12.2024 00:25,28.12.2024 00:25,20.0,EUR,DR,Mobile Payment-Personal,Completed,jonas24@web.de,Jonas Müller,2186209115804778811,AT,PARENT,Service,,,,,,Bank Transfer,176.154.61.104,,1
BFEJ2XG48RA4DV56O,28.03.2024 06:10,28.03.2024 06:10,40.0,EUR,DR,Mobile Payment-Personal,Completed,lea32@gmail.com,Lea Schmidt,2189491468903297897,DE,PARENT,Service,,,,,,Bank Transfer,242.215.186.216,,1
3LVO0IPFG8PJVRN8L,02.01.2024 17:19,02.01.2024 17:19,40.0,EUR,DR,Goods and Services,Completed,jonas16@web.de,Jonas Fischer,2196785958909119015,AT,PARENT,,,,,,,Bank Transfer,226.201.240.38,https://shop.example.com,1
NXZ6YTIPA877K71K4,20.02.2023 16:40,20.02.2023 16:40,12.0,EUR,CR,Mobile Payment-Personal,Completed,sophie3@outlook.com,Sophie Becker,2126488706356335062,IT,PARENT,Subscription,,,,,,Bank Transfer,226.208.197.165,,1
7DFJCP0TLZ1XGPXAH,17.11.2024 01:50,17.11.2024 01:50,35.0,EUR,DR,Goods and Services,Completed,lukas63@gmail.com,Lukas Müller,2165965745347367550,DE,PARENT,,,,,,,PayPal Balance,41.64.133.183,https://shop.example.com,1
VLKDNON4UAAUWIDQJ,19.10.2024 12:42,19.10.2024 12:42,40.0,EUR,CR,Goods and Services,Completed,paul41@yahoo.com,Paul Weber,2115590442166162317,ES,PARENT,,,,,,,Bank Transfer,154.67.39.23,https://shop.example.com,1
H83J0NPHH30GG2B9I,25.09.2024 17:54,25.09.2024 17:54,40.0,EUR,DR,Goods and Services,Completed,sophie2@paypal.com,Sophie Weber,2071572782026500575,NL,PARENT,,,,,,,Credit Card,176.166.118.22,https://shop.example.com,1
CUB7QMVY2Z3ASN9YE,01.08.2024 23:32,01.08.2024 23:32,20.0,EUR,CR,Goods and Services,Completed,max89@outlook.com,Max Becker,2051700525289884230,NL,PARENT,Access,,,,,,PayPal Balance,129.127.239.87,https://shop.example.com,1
5407K5W1JL6L91F4X,26.07.2023 12:07,26.07.2023 12:07,25.0,EUR,DR,Mobile Payment-Personal,Completed,mila56@web.de,Mila Weber,2054452467485636669,AT,PARENT,,,,,,,PayPal Balance,59.47.10.121,,1
R45ED5GGSJ6VV8SUO,21.12.2024 18:23,21.12.2024 18:23,12.0,EUR,CR,Mobile Payment-Personal,Completed,daniel15@gmx.de,Daniel Weber,2195105596004118532,DE,PARENT,Access,,,,,,Bank Transfer,7.73.175.252,,1
Q8VA8X8L008UHBXLB,16.04.2024 04:29,16.04.2024 04:29,19.0,EUR,CR,Mobile Payment-Personal,Completed,paul14@web.de,Paul Schmidt,2109928453577361153,DE,PARENT,,Invoice,,,,,Bank Transfer,66.46.62.248,,1
K2076VMDNHQNJVDPN,19.07.2024 19:09,19.07.2024 19:09,35.0,EUR,CR,Mobile Payment-Personal,Completed,lukas21@yahoo.com,Lukas Schmidt,2181782937889509579,FR,PARENT,Access,,,,,,PayPal Balance,11.132.88.250,,1
FE64SKBCBDPDXUJJC,03.05.2023 06:58,03.05.2023 06:58,25.0,EUR,CR,Mobile Payment-Personal,Completed,mila64@yahoo.com,Mila Fischer,2133415774547948145,AT,PARENT,,Invoice,,,,,PayPal Balance,216.101.12.22,,1
HC9JYPAOAXQOX00K3,17.10.2024 06:49,17.10.2024 06:49,50.0,EUR,DR,Goods and Services,Completed,lukas97@gmx.de,Lukas Hoffmann,2194210534236569215,IT,PARENT,,Payment,,,,,Credit Card,102.206.78.23,https://shop.example.com,1
PW2GKQRAFFZ8Q4VHU,02.10.2023 02:48,02.10.2023 02:48,12.0,EUR,DR,Mobile Payment-Personal,Completed,jonas3@gmail.com,Jonas Weber,2096225727418547315,DE,PARENT,,,,,,,PayPal Balance,162.217.183.111,,1
WY3RZTPLC6PRR7MZA,28.02.2024 11:18,28.02.2024 11:18,12.0,EUR,DR,Mobile Payment-Personal,Completed,lukas94@web.de,Lukas Becker,2055398252239443841,FR,PARENT,,,,,,,Bank Transfer,113.60.130.57,,1
MR8FHYDRGFR27RIU9,03.03.2024 06:51,03.03.2024 06:51,35.0,EUR,DR,Goods and Services,Completed,laura17@outlook.com,Laura Klein,2075172793435754499,NL,PARENT,Access,,,,,,Credit Card,41.45.212.221,https://shop.example.com,1
